,index,tconst,originalTitle,genres,averageRating,startYear,endYear
48910,1189835,tt10399742,3 Rabbits,Animation,7.4,2018,\N
48911,1189841,tt10399752,Badanamu Rhymes,Animation,7.6,2018,\N
48912,1189844,tt10399758,Badanamu TALK,Animation,8.2,2018,\N
48913,1189860,tt10399784,Indian-ish,"Comedy,Documentary",6.0,\N,\N
48914,1189861,tt10399786,Under 15 Minutes,\N,7.5,2017,\N
48915,1189872,tt10399808,Live Parenting,Comedy,7.0,2019,\N
48916,1189874,tt10399810,Tig N' Seek,"Adventure,Animation,Comedy",7.0,2020,2022
48917,1189887,tt10399832,Crime Junkie,Drama,8.5,\N,\N
48918,1189899,tt10399854,Atómicos,Animation,7.8,\N,\N
48919,1189901,tt10399858,Untitled Benny Binion Project,\N,7.2,\N,\N
48920,1189927,tt10399902,Boy Swallows Universe,Drama,8.2,\N,\N
48921,1189963,tt10399966,Implacables: Mexico,Thriller,9.0,2022,\N
48922,1189966,tt10399970,The Bodega,Animation,9.1,\N,\N
48923,1190006,tt1040003,Balls of Steel,Comedy,4.9,2007,\N
48924,1190018,tt1040005,Martor fara voie,Mystery,6.7,2006,\N
48925,1190041,tt10400104,Student,Comedy,9.0,\N,\N
48926,1190062,tt10400140,Haute Tension,"Documentary,Music",7.6,1982,\N
48927,1190080,tt10400170,Une histoire de la prostitution,Documentary,8.2,2009,2009
48928,1190421,tt10400750,Hin und weg (2te Staffel),Documentary,6.2,2019,2019
48929,1190657,tt10401156,Ky an cung Dien Tho,"Comedy,Drama,History",3.7,2018,\N
48930,1190733,tt10401282,Saratoga Space Opera,Sci-Fi,7.6,2012,\N
48931,1190739,tt10401292,Expo 58,\N,8.6,\N,\N
48932,1190835,tt10401466,Um Show de Noiva,Reality-TV,8.0,2019,\N
48933,1191244,tt10402180,Lost in Tokyo,"Comedy,Documentary",8.4,2019,2019
48934,1191430,tt10402496,Father of Blindness,Drama,6.9,\N,\N
48935,1191579,tt10402770,JFK Assassination: Declassified Theories,History,9.3,\N,\N
48936,1191604,tt10402830,"Above & Beyond, the Fly Girls of WWII",Drama,6.8,\N,\N
48937,1191621,tt10402860,Moranbong Club,Talk-Show,4.6,2015,2021
48938,1191643,tt10402902,Spiel,Thriller,7.3,2019,2019
48939,1191644,tt10402904,Luana é de Lua,Reality-TV,8.2,2019,\N
48940,1191672,tt10402962,Strawberry Shortcake,Animation,9.0,1980,1988
48941,1191753,tt10403116,The Real 90805,Drama,6.4,2019,\N
48942,1191773,tt10403154,Punch,Drama,8.2,2019,2019
48943,1191799,tt10403202,Cloud Air II: The Series,\N,7.5,2021,\N
48944,1191821,tt10403242,E How: Dog Training Tips,Talk-Show,5.2,2015,\N
48945,1191823,tt10403246,What's After,Comedy,6.7,2020,\N
48946,1191824,tt10403248,Sascha Fitness TV,Reality-TV,6.9,2014,\N
48947,1191951,tt10403498,American Renovation,Reality-TV,7.5,2019,\N
48948,1191957,tt10403508,Merman Academy,"Comedy,Fantasy",5.6,2015,2018
48949,1191967,tt10403524,By Proxy,Comedy,7.8,\N,\N
48950,1191971,tt10403530,Wild Wild Yogis,Comedy,8.0,2020,\N
48951,1192025,tt10403630,Crapulent,Drama,7.7,\N,\N
48952,1192076,tt10403718,Hollywood Junior Circus,Family,6.7,1951,1952
48953,1192165,tt10403868,Who's in My Kitchen?,Game-Show,7.8,\N,\N
48954,1192187,tt10403916,Talent Drivers,"Comedy,Short",3.5,2019,\N
48955,1192188,tt10403918,Snack Chat with Nathan Turner,Reality-TV,8.6,2016,2016
48956,1192192,tt10403926,P's in a Pod,Comedy,8.0,2019,\N
48957,1192193,tt10403928,Necromonicon,Horror,4.7,\N,\N
48958,1192214,tt10403964,Clip: Michael Play's Minecraft Stardew Valley Resource Pack,\N,7.5,2017,\N
48959,1192216,tt10403968,Michael Play's Minecraft Digital Story X32,\N,8.0,2017,\N
48960,1192219,tt10403972,Michael Play's Minecraft Luxary Craft Resource Pack,\N,7.6,2018,\N
48961,1192221,tt10403976,Clip: Michael Play's Minecraft Contemporary HD Resource Pack,\N,7.5,2017,\N
48962,1192222,tt10403978,Clip: Michael Play's MInecraft Jehkoba's Fantasy Resource Pack,\N,7.6,2017,\N
48963,1192224,tt10403980,Michael Play's Minecraft SMP's Revival Resource Pack,\N,7.1,2018,\N
48964,1192226,tt10403988,World of Minecraft Resource Pack Gameplay,\N,7.7,2018,\N
48965,1192229,tt10403992,Clip: Michael Play's Minecraft Pure Edge Resource Pack,\N,8.8,2017,\N
48966,1192282,tt10404092,Memory Films,"Documentary,Short",7.8,2019,\N
48967,1192296,tt10404120,CID Kolkata Bureau,Crime,8.5,2012,\N
48968,1192298,tt10404124,Majha Kitchen,\N,8.2,2017,\N
48969,1192299,tt10404126,Hi Tea,\N,7.4,2017,\N
48970,1192300,tt10404128,Indian Kitchen Recipes,\N,7.2,2018,\N
48971,1192304,tt10404134,Filmy Dabba Party,\N,6.5,2018,\N
48972,1192308,tt10404142,India Unlimited,\N,8.8,2017,\N
48973,1192311,tt10404148,5 Best,\N,5.9,2017,\N
48974,1192313,tt10404152,Cook It Up - Pinkvilla,\N,8.5,2017,\N
48975,1192314,tt10404154,Kahaani Masters,Animation,5.0,2018,\N
48976,1192315,tt10404156,Badanamu Arts & Crafts,\N,9.0,2018,\N
48977,1192349,tt10404230,Working Women Kitchen,\N,6.6,2017,\N
48978,1192351,tt10404236,Family Food Tales with Mrs Alyona Kapoor,\N,6.5,2017,\N
48979,1192353,tt10404240,Handshot Videos,\N,8.8,2018,\N
48980,1192354,tt10404242,The Farm Life,\N,5.2,2018,\N
48981,1192355,tt10404248,Cooking Classy,\N,5.7,2018,\N
48982,1192357,tt10404250,Tea Time,\N,6.4,2017,\N
48983,1192358,tt10404256,Not So Junky,\N,5.7,2017,\N
48984,1192362,tt10404266,Sunny Side Up,\N,5.6,2017,\N
48985,1192365,tt10404270,Sanjeev Kapoor Ke Kitchen Khiladi,\N,9.1,2013,\N
48986,1192367,tt10404276,Badanamu Meet the Nemies,Animation,5.6,2018,\N
48987,1192369,tt10404280,Wonders of Craft,Animation,6.9,2017,\N
48988,1192370,tt10404286,Talking Machines,Documentary,7.8,2017,2017
48989,1192377,tt10404298,Te ponemos en las buenas,Reality-TV,7.7,2017,2017
48990,1192519,tt10404556,Portugal Secreto,"Documentary,History",8.2,2019,2020
48991,1192526,tt10404568,Just Write,Documentary,6.5,2015,\N
48992,1192528,tt10404570,The Almost Impossible Gameshow,Game-Show,6.9,2016,\N
48993,1192581,tt10404664,Zomboat!,"Comedy,Horror,Sci-Fi",7.4,2019,2019
48994,1192600,tt10404698,Monsterland,"Drama,Fantasy,Horror",2.0,2020,2020
48995,1192628,tt10404752,Stories from Our Future,Sci-Fi,7.0,2019,\N
48996,1192633,tt10404760,Ognuno è perfetto,Family,6.6,2019,\N
48997,1192662,tt10404816,Visitation Violators,Reality-TV,6.1,\N,\N
48998,1192666,tt10404822,Truth Behind the Moon Landing,Documentary,3.2,2019,\N
48999,1192742,tt10404966,21 cm,Talk-Show,7.3,2016,\N
49000,1192762,tt10405014,21 cm de plus,\N,8.5,2018,\N
49001,1192763,tt10405018,Kaaval 3,Crime,8.0,\N,\N
49002,1192799,tt10405100,Health TV trifft,Talk-Show,7.4,2019,\N
49003,1192806,tt10405118,"Neue Meister, altes Handwerk",Documentary,8.6,2019,2019
49004,1192819,tt10405150,Mangala Gowri Maduve,Drama,6.2,2012,\N
49005,1192821,tt10405158,Cynation Reviews,"Comedy,Music,Reality-TV",6.5,2017,\N
49006,1192852,tt10405218,Bitch,Animation,7.4,\N,\N
49007,1192854,tt10405220,Romulus,"Drama,Fantasy,History",5.7,2020,\N
49008,1192861,tt10405234,Bubble Baat,\N,7.9,2019,\N
49009,1192862,tt10405238,Biography: Farrah Fawcett Forever,Documentary,8.0,2019,\N
49010,1192909,tt10405324,Kindred Spirits,\N,7.2,\N,\N
49011,1192935,tt10405374,The Agony and The Ecstacy,Documentary,8.0,2017,\N
49012,1192944,tt10405394,"60 Il, Jijeongsaengjonja","Drama,Thriller",6.0,2019,2019
49013,1192945,tt10405396,Archer After Hours,Talk-Show,4.2,2019,\N
49014,1192967,tt10405432,The Great Northern Cookbook,Documentary,6.2,2013,2013
49015,1193044,tt10405564,Gourmet Trains,Documentary,6.7,2014,2015
49016,1193045,tt10405566,Untitled Detective Project,Crime,6.4,\N,\N
49017,1193062,tt10405594,Namma Veetu Kalyanam,\N,7.1,2008,2014
49018,1193093,tt10405646,The Focus,Talk-Show,8.0,2019,\N
49019,1193110,tt10405674,Watcher,"Crime,Drama,Thriller",7.9,2019,2019
49020,1193147,tt10405736,Chef Tarek's Australian Adventures,Documentary,7.7,2016,2016
49021,1193148,tt10405738,Goodwood,"Drama,Mystery",9.3,\N,\N
49022,1193172,tt10405778,Ketokole,Animation,5.3,2018,2019
49023,1193199,tt10405824,Athirshta Lakshmi,\N,4.5,2015,2018
49024,1193246,tt10405908,Code Red Umeed,Crime,5.2,2015,\N
49025,1193372,tt10406128,Shinibsagwan Goohaeryung,"Comedy,Drama,History",6.7,2019,2019
49026,1193460,tt10406280,To Have & To Hold: Charlotte,Reality-TV,8.6,2019,\N
49027,1193512,tt10406374,Nuffsaid,\N,6.7,2019,\N
49028,1193527,tt10406402,Sincerely Kat,"Comedy,Talk-Show",8.6,2019,\N
49029,1193535,tt10406416,Get Tammy Bruce,\N,9.2,2019,\N
49030,1193542,tt10406428,Keeping up with Jones,\N,6.2,2019,\N
49031,1193560,tt10406458,Man on the Street,\N,7.5,2019,\N
49032,1193623,tt10406570,Untitled Peep Show Remake,Comedy,6.6,\N,\N
49033,1193684,tt10406676,Everywoman: One Woman's Truth About Speaking the Truth,Drama,8.3,\N,\N
49034,1193768,tt10406826,What the Love! with Karan Johar,"Documentary,Reality-TV,Romance",6.4,2020,\N
49035,1194225,tt10407606,Benzaie Corner,Documentary,7.5,2019,\N
49036,1194261,tt10407672,The Black with Percy McDougal,Comedy,8.5,2019,2019
49037,1194323,tt10407780,Um Pé De Quê?,"Documentary,Family",7.8,2001,\N
49038,1194353,tt10407836,La Tournée des cafés,Documentary,6.7,2013,2013
49039,1194384,tt10407894,Fan Club,Family,7.6,2001,2003
49040,1194395,tt10407916,Mégamix,Family,8.0,1997,2001
49041,1194412,tt10407946,Tatayet Show,Comedy,7.8,1986,1992
49042,1194447,tt10408012,Best Foot Forward,Drama,3.6,2012,\N
49043,1194488,tt10408098,Nosotros,\N,7.2,1976,1976
49044,1194519,tt10408168,Elysium,Crime,6.4,\N,\N
49045,1194584,tt10408298,Behind The Curtains: Pasadena,Talk-Show,5.6,2017,\N
49046,1194652,tt10408424,Decisiones,Drama,8.1,2017,\N
49047,1194769,tt10408678,Nós,Drama,4.8,2019,\N
49048,1194783,tt10408704,Paramedics: Emergency Response,Reality-TV,7.2,2017,\N
49049,1194803,tt10408740,"Your Highness, The Class Monitor",Romance,8.2,2019,\N
49050,1194808,tt10408750,Land of Make Believe,Comedy,8.1,\N,\N
49051,1194811,tt10408756,Falsos Falsificados,Comedy,7.4,2018,\N
49052,1194855,tt10408850,Patriots,Drama,8.4,\N,\N
49053,1194861,tt10408860,Hay equipo,"Sport,Talk-Show",7.8,2007,2014
49054,1194865,tt10408868,Mystical Inheritance of Adina Hassan,Drama,7.4,\N,\N
49055,1194872,tt10408886,Sonho e Pesadelo,Documentary,7.5,2019,\N
49056,1194885,tt10408914,Superhero Kindergarten,"Action,Animation,Family",7.7,2021,\N
49057,1194895,tt10408942,Phoenix Nirvana,Drama,7.0,2013,2013
49058,1194898,tt10408948,Long men biao ju,"Comedy,Drama,Romance",4.4,2013,2013
49059,1194902,tt10408956,The Kerry Knight Show,Comedy,6.5,2019,\N
49060,1194904,tt10408960,Troubled Times Three Brothers,Drama,7.3,2013,2013
49061,1194905,tt10408966,Mei Ren Wu Lei,Drama,7.2,2012,2013
49062,1194909,tt10408976,Zhou Li De San Guo Shi Dai,Drama,7.0,2012,2013
49063,1194915,tt10408986,The Grand Mansion Gate 3,Drama,8.9,2013,2013
49064,1194925,tt10409002,Men Di,Drama,7.7,2013,2013
49065,1194930,tt10409010,Mu Qin Mu Qin,Drama,7.2,2012,2012
49066,1194931,tt10409012,The Colors of Love,Drama,6.7,2012,2012
49067,1194933,tt10409016,Wo shi te zhong bing zhi li ren chu qiao,Drama,4.8,2012,2012
49068,1194934,tt10409018,Hong Niang Zi,Drama,7.3,2012,2012
49069,1194937,tt10409026,Yue mu de xing fu sheng huo,Drama,6.3,2012,2012
49070,1194940,tt10409030,The bachelor,Drama,8.0,2012,2012
49071,1194943,tt10409038,Xin nv xu shi dai,Family,8.1,2012,2012
49072,1194945,tt10409040,"Family, Power N",Drama,7.7,2011,2011
49073,1194973,tt10409092,Xia jia san qian jin,Drama,8.1,2011,2011
49074,1194980,tt10409104,Wo de qing chun zai yan an,Drama,7.9,2011,2011
49075,1194984,tt10409110,What's Working! With Callie & Kyle,Talk-Show,8.3,2019,\N
49076,1194985,tt10409112,Qing Mang,Drama,7.6,2011,2011
49077,1195005,tt10409152,LFS,Comedy,6.5,\N,\N
49078,1195022,tt10409188,Sketch Dogs,"Comedy,Short",4.2,2019,\N
49079,1195024,tt10409190,Koffee with DD,Reality-TV,7.5,2006,2017
49080,1195026,tt10409194,More to say,Thriller,6.4,2018,\N
49081,1195027,tt10409196,Mission cover shot,Reality-TV,6.8,2013,\N
49082,1195044,tt10409226,Thari,Drama,6.3,2019,2019
49083,1195090,tt10409316,NY Nunca Duerme Reality Show,Reality-TV,8.8,2016,2016
49084,1195105,tt10409342,Singing stars,Reality-TV,7.4,2019,2019
49085,1195106,tt10409344,Hong huai hua,Drama,6.4,2011,2011
49086,1195107,tt10409346,Gang tie nian dai,Drama,6.8,2011,2011
49087,1195108,tt10409348,Oru kathai padatumaa sir?,Drama,9.0,2018,2018
49088,1195110,tt10409350,Jie Qiang,Drama,5.7,2011,2011
49089,1195114,tt10409358,Xue hua na ge piao,Drama,6.5,2011,2011
49090,1195117,tt10409362,Velunachi,Drama,6.9,2018,2018
49091,1195191,tt10409488,Ni shi wo xiong di,Drama,8.1,2011,2011
49092,1195194,tt10409494,Colors Super Kids,Reality-TV,5.9,2018,2018
49093,1195195,tt10409496,Foster Father,Drama,2.6,2011,2011
49094,1195201,tt10409506,Xia Hai,Drama,7.3,2011,2011
49095,1195211,tt10409522,Li chun tian de chun tian,Drama,8.3,2011,2011
49096,1195224,tt10409544,Fu hun,Drama,7.8,2010,2010
49097,1195235,tt10409566,The Line,Drama,7.7,2009,2009
49098,1195238,tt10409570,Mou shi zhuang yuan,Drama,7.2,2010,2010
49099,1195244,tt10409580,Qiao long biao,Drama,6.5,2010,2010
49100,1195250,tt10409594,Da nv dang jia,Drama,6.6,2010,2010
49101,1195253,tt10409600,Zhang xiao wu de chun tian,Drama,6.8,2010,2010
49102,1195254,tt10409604,He kong jie yi qi de ri zi,Drama,5.3,2010,2010
49103,1195258,tt10409610,Hashtag Khale Sooskeh,Musical,5.2,2018,\N
49104,1195293,tt10409676,World of Whiskey,Documentary,5.8,2012,2013
49105,1195321,tt10409724,ESPN Collegiate Esports Championship Countdown,Talk-Show,9.1,2019,2019
49106,1195339,tt10409756,Gorgeous Butterfly: Young Nobunaga,Animation,3.1,2019,\N
49107,1195358,tt10409788,Power Panda Posse,Animation,3.3,\N,\N
49108,1195362,tt10409794,High Rotation,Drama,8.6,\N,\N
49109,1195363,tt10409796,Tamil Kadavul Murugan,History,9.6,2018,2018
49110,1195411,tt10409882,Triveni sangama,Romance,7.1,2017,2018
49111,1195420,tt10409898,First Gig,Comedy,7.2,2019,\N
49112,1195435,tt10409922,Sindhoora Thilaka,\N,6.2,2017,\N
49113,1195453,tt10409952,Chromosome 19,Documentary,6.5,2019,2019
49114,1195495,tt10410022,Britain's Secret Charity Cheats,"Crime,Documentary",7.2,2018,\N
49115,1195553,tt10410130,Fairyland Lovers,"Comedy,Drama,Fantasy",5.6,2020,\N
49116,1195570,tt10410164,"Together, tous avec moi",Game-Show,7.3,2019,\N
49117,1195679,tt10410358,Arraial TVI,Music,6.5,2019,\N
49118,1195703,tt10410400,Corso di sopravvivenza per promessi sposi,Reality-TV,3.7,2018,2018
49119,1195718,tt10410428,Moitié Moitié,Comedy,7.8,2008,\N
49120,1195724,tt10410442,Le Voyageur,"Crime,Drama",7.3,2019,\N
49121,1195741,tt10410478,Les Ailes de l'aventure,Adventure,4.1,1956,1957
49122,1195760,tt10410512,Un Tipo con Clase,Comedy,3.7,2019,2020
49123,1195766,tt10410524,Alexandre et le Roi,Fantasy,6.3,1976,1978
49124,1195775,tt10410542,Alphabus,Adventure,8.0,1989,1990
49125,1195790,tt10410570,Boys with Toys,Comedy,6.1,2019,\N
49126,1195829,tt10410636,Les Aventures du pirate Mad Dog,Adventure,7.3,1988,1988
49127,1195954,tt10410850,The Birds and the BS,Comedy,7.4,2018,2019
49128,1196117,tt10411158,Mentalhood,Drama,7.0,2020,\N
49129,1196134,tt10411196,La Boîte à Surprise,Family,4.4,1956,1972
49130,1196177,tt10411268,Arteya,Adult,8.9,2017,\N
49131,1196209,tt10411320,Bonjour Madame Croque Cerise,Family,7.0,1999,2003
49132,1196275,tt10411468,Balanço Geral,News,7.4,1985,\N
49133,1196383,tt10411656,Capitaine Plouf,Comedy,7.7,2001,\N
49134,1196428,tt10411738,Les Chiboukis,Comedy,7.2,1972,1974
49135,1196465,tt10411814,Cocologie,Documentary,7.0,1988,1989
49136,1196929,tt10412602,Under the Radar Michigan,Adventure,6.6,2010,\N
49137,1197046,tt10412800,Artisan of Bali Jewelry Collection,Talk-Show,6.7,2014,\N
49138,1197163,tt10413018,Mike Ward vous écoute,Comedy,7.8,2019,\N
49139,1197238,tt10413150,I Own Australia's Best Home,Reality-TV,7.5,2016,2016
49140,1197245,tt10413162,Fantasias De Uma Dona De Casa,Comedy,7.5,2008,2009
49141,1197337,tt10413348,Jensplaining,Talk-Show,6.0,2019,\N
49142,1197343,tt10413358,Anschlag,\N,7.6,1987,2004
49143,1197367,tt10413408,Combate Costa Rica,Reality-TV,7.7,2010,2016
49144,1197377,tt10413426,50 Ways to Kill Your Mum,Reality-TV,7.4,2019,2019
49145,1197547,tt10413756,Is er een dokter in de zaal?,Game-Show,7.9,2019,\N
49146,1197561,tt10413780,Jacob's Law,Sci-Fi,9.4,\N,\N
49147,1197564,tt10413786,Rifftrax Shorts,Comedy,8.0,2007,\N
49148,1197593,tt10413838,Ex on the Beach: Double Dutch,Reality-TV,7.3,2016,\N
49149,1197930,tt10414426,Rilan: a Medieval Fantasy Tale,Adventure,7.4,2020,\N
49150,1198013,tt10414574,The Happy,Comedy,8.6,\N,\N
49151,1198016,tt1041457,The Cinema Show,\N,4.2,2005,2007
49152,1198027,tt10414604,Fishstick & Honeybear,Animation,7.8,2014,2015
49153,1198028,tt10414606,908,Comedy,7.9,2017,2017
49154,1198061,tt10414666,Hidden Iceland 2,Action,9.3,\N,\N
49155,1198075,tt10414690,Nark Mikoladis the Trading Card King,Comedy,8.0,\N,\N
49156,1198139,tt10414818,Clip: michael play's minecraft sapixcraft resource pack,\N,6.6,2017,\N
49157,1198141,tt10414822,Clip: michael play's minecraft summer season resource pack,\N,8.0,2017,\N
49158,1198142,tt10414824,Clip: michael play's minecraft winter season resource pack,\N,6.7,2017,\N
49159,1198161,tt10414870,Clip: 100 things to do in minecraft with bricks 'o' brian!,\N,4.5,2018,\N
49160,1198182,tt10414910,Comic Book Shopping,Talk-Show,7.4,2017,\N
49161,1198245,tt1041502,Weird Nature,Documentary,8.2,2002,\N
49162,1198273,tt10415076,A Night with ...,Documentary,7.3,2019,\N
49163,1198303,tt10415132,Cuenta regresiva,Comedy,8.0,2019,\N
49164,1198313,tt1041514,Children's TV on Trial,"Documentary,Family",7.1,2007,\N
49165,1198381,tt10415266,I Mexico går det godt,"Comedy,Documentary",7.7,2019,2019
49166,1198385,tt10415272,Akbar and Birbal,Animation,5.4,2018,\N
49167,1198386,tt10415274,Downtime,Sport,8.2,2019,\N
49168,1198399,tt10415296,Har Ghar Ki Kahani,Sci-Fi,8.2,2018,2018
49169,1198412,tt10415320,May bands,Drama,8.2,2014,2014
49170,1198415,tt10415328,Molly and Cara,Comedy,6.2,2019,\N
49171,1198425,tt10415344,CWE Big Fight,Sport,6.4,2018,\N
49172,1198455,tt10415394,Dolly Darling,"Adventure,Comedy,Romance",7.1,2019,2019
49173,1198499,tt10415468,Great Moments in Science and Technology,Documentary,7.3,2006,2007
49174,1198535,tt10415530,Luvvies,Comedy,8.5,\N,\N
49175,1198544,tt10415548,Front,"Adventure,History,War",7.0,2014,2014
49176,1198560,tt10415574,Hell's Kitchen Indonesia,Reality-TV,4.0,2015,2015
49177,1199075,tt1041648,Tough Gig,Comedy,6.5,2007,\N
49178,1199140,tt1041660,Die 10...,Documentary,5.2,2003,\N
49179,1199145,tt1041661,20 Tage im 20. Jahrhundert,Documentary,6.4,1999,\N
49180,1199151,tt1041662,Aus Forschung und Technik,Documentary,6.7,1964,1988
49181,1199161,tt1041664,Chaos im Universum,Documentary,9.8,2001,\N
49182,1199167,tt1041665,Der Comedy-Flüsterer,Comedy,7.5,2007,\N
49183,1199172,tt1041666,Faszination Universum,Documentary,5.9,2003,2005
49184,1199178,tt1041667,I've Got Nothing to Wear,Reality-TV,8.3,2007,\N
49185,1199183,tt1041668,"Knut, der Eisbärjunge","Documentary,Reality-TV",4.8,2007,\N
49186,1199185,tt10416694,Jillette,Adventure,5.8,\N,\N
49187,1199188,tt1041669,Wheeler... The Limo Man,Comedy,7.3,\N,\N
49188,1199191,tt1041670,Mania,\N,7.6,2004,\N
49189,1199197,tt1041671,Märkische Runde,Talk-Show,8.0,2002,2003
49190,1199203,tt1041672,"Nashorn, Zebra & Co.","Documentary,Reality-TV",7.1,2007,\N
49191,1199208,tt1041673,Poetry Slam,\N,8.3,2007,\N
49192,1199214,tt1041674,Rbb Sportcafé,"Documentary,Sport",6.5,2006,\N
49193,1199220,tt1041675,Star Duell,\N,8.0,2004,\N
49194,1199226,tt1041676,Top Dog - Deutschland sucht den Superhund,Reality-TV,7.8,2006,2007
49195,1199232,tt1041677,Universum,Documentary,8.6,1987,\N
49196,1199238,tt1041678,V - Die Verbrauchershow,\N,8.9,2007,\N
49197,1199243,tt1041679,Weiches Fell und scharfe Krallen,Documentary,6.7,2006,\N
49198,1199248,tt1041680,"Wolf, Bär & Co.","Documentary,Reality-TV",7.8,2007,2007
49199,1199400,tt10417072,How I Caught the Killer,"Crime,Documentary",9.4,2018,\N
49200,1199684,tt10417566,Pontos nos Is,Talk-Show,9.4,2009,2010
49201,1199688,tt10417572,Machikado mazoku,"Animation,Comedy,Drama",5.0,2019,\N
49202,1199695,tt10417586,O Maidens in Your Savage Season,"Animation,Comedy,Drama",9.8,2019,\N
49203,1199702,tt10417598,The Basement Office,Talk-Show,9.5,2019,\N
49204,1199715,tt10417624,Edo pou ta leme,Talk-Show,9.4,2017,\N
49205,1199743,tt10417676,Dvoynik,Fantasy,9.5,2019,\N
49206,1199760,tt10417708,The Faded Light Years,Romance,7.4,2018,2019
49207,1199821,tt10417824,SketchULater,Comedy,5.4,2018,\N
49208,1199828,tt10417836,Work in Progress,Comedy,6.5,2019,2021
49209,1199849,tt10417872,Intrusos de la farandula,News,8.4,2009,2016
49210,1199897,tt10417960,Bar Chords,Comedy,7.7,\N,\N
49211,1199940,tt10418040,Between Two Spoons,\N,9.4,2019,\N
49212,1199950,tt10418058,Encounters,"Horror,Sci-Fi",6.8,2019,\N
49213,1199970,tt10418092,El engaño,"Drama,Romance",5.5,1968,1968
49214,1200045,tt10418224,3... 2... Wonder!,"Comedy,Family",4.4,2019,\N
49215,1200105,tt10418336,Tu cara me suena Costa Rica,Reality-TV,6.3,2015,\N
49216,1200211,tt10418530,Black Coffee,Talk-Show,7.4,2019,\N
49217,1200229,tt10418560,Kanadian's Karnival,Comedy,6.1,2017,\N
49218,1200261,tt10418624,Good Morning Nation,Comedy,7.9,2019,\N
49219,1200262,tt10418626,Cuisine da le 'Pocalypse,Comedy,7.9,2019,2019
49220,1200300,tt10418692,Happy & Love Forever,Drama,3.3,2010,2010
49221,1200310,tt10418710,Dangerfield,"Comedy,News",8.3,2016,\N
49222,1200313,tt10418716,Go LaLa Go!,Drama,6.8,2010,2010
49223,1200324,tt10418734,Odomo Anime,Animation,8.0,2018,2018
49224,1200381,tt1041883,Understanding,\N,7.5,1995,2004
49225,1200383,tt10418842,Enmity,Thriller,9.5,\N,\N
49226,1200447,tt10418952,Down Low in the DR,Comedy,7.8,\N,\N
49227,1200477,tt10419004,Living with Nyle,Reality-TV,6.0,2018,\N
49228,1200562,tt10419158,The X-Dormitory,"Action,Comedy,Fantasy",5.1,2014,2014
49229,1200575,tt10419180,RTV6 News at 11,News,8.2,2019,\N
49230,1200666,tt10419350,CWE Breakdown Show,Sport,7.5,2019,2019
49231,1200692,tt10419398,Mig & min fisse,Documentary,5.7,2018,2018
49232,1200701,tt10419412,Mig & min pik,Documentary,7.2,2018,2018
49233,1200711,tt10419432,The Devils Pit,"Mystery,Sci-Fi",6.8,2018,\N
49234,1200782,tt10419568,Super Luigi Thunder,Comedy,7.3,2018,\N
49235,1200786,tt10419574,We Want to Sing,"Family,Music",6.8,1971,1974
49236,1200819,tt1041962,Densetsu no madamu,Drama,8.7,2003,\N
49237,1200904,tt10419774,Courtesy Theatre,Documentary,8.0,1950,1957
49238,1201143,tt10420184,Éche Así,Reality-TV,6.4,2015,2016
49239,1201416,tt10420654,Flimmer-Telebox,"Family,Music,Short",9.2,1962,1964
49240,1201497,tt1042078,Première,Family,8.1,1953,1996
49241,1201498,tt10420790,Anime War,Animation,8.3,2017,2019
49242,1201591,tt10420954,Infrequently Asked Questions,"Animation,Short",5.3,2019,\N
49243,1201651,tt10421058,Hasta Pasta,"Animation,Comedy,Family",8.3,2019,2019
49244,1201822,tt1042134,Sprookjes,Fantasy,7.1,2004,2008
49245,1201929,tt10421530,Stellar Sunday,"Music,Talk-Show",5.8,2019,\N
49246,1201968,tt10421596,Sauce,Drama,6.0,2019,\N
49247,1202301,tt10422184,Creeps & Monsters,Documentary,7.4,2019,\N
49248,1202306,tt10422194,Imminency,Sci-Fi,9.2,\N,\N
49249,1202312,tt10422206,l'ascension du Joker,\N,7.7,\N,\N
49250,1202313,tt10422208,The Midnight Hour,Horror,5.8,2015,\N
49251,1202367,tt10422308,Kära dagbok,Comedy,5.3,2019,2019
49252,1202398,tt10422360,Kayden James Vlogs,Reality-TV,5.6,2014,\N
49253,1202411,tt10422382,Doug,Comedy,7.8,2020,\N
49254,1202414,tt10422388,How to Make It in Hollywood (When You Are Foreign AF),Comedy,7.9,2019,\N
49255,1202481,tt10422508,Benimle Söyle,"Game-Show,Music",5.2,2019,2020
49256,1202498,tt10422538,Trajetórias,Talk-Show,7.8,2018,\N
49257,1202544,tt10422618,Lindsay Ellis' Essay Collection,Documentary,7.7,2016,\N
49258,1202606,tt10422738,+Lucha TV/Produccs Sanchez - Arena Neza 9/16/15,Sport,7.6,2015,\N
49259,1202624,tt10422770,+Lucha TV/DTU - De Patria Extrema 9/17/15,Sport,7.4,2015,\N
49260,1202726,tt1042296,IndyCar Racer Episode 1: Delphi 300,Documentary,4.9,2005,\N
49261,1202734,tt10422982,One of Those Days,Animation,7.3,\N,\N
49262,1202757,tt10423022,Vrata do vrata,Comedy,8.9,2019,\N
49263,1202783,tt10423068,Six Pack,Drama,7.8,1992,1992
49264,1202788,tt10423076,Vincent James of the Red Elephants,News,9.2,2018,\N
49265,1202796,tt10423090,#AskAbby Space and Science Show,Talk-Show,7.8,2018,\N
